"id","username","text","sentiment"
"""1050624650751795201""","anamarce52","""Tiene que haber infiltración En sede Norte Univalle hubo daños y no fueron estudiantes. Ellos cuidan mucho su edificio. """,0
"""1052570842956267520""","TaxisLibres4","""#AEstaHora Persiste cerrada la Avda. Pasoancho frente a la #Univalle por manifestación de los estudiantes. #TráficoCali""",0
"""1068490537743908864""","RAFAELURUEA","""Uno de los grandes bellacos de Colombia, estudió gratis en UNIVALLE, lo nombraron profesor y se unió al M19 a secuestrar empresarios de Cali y personalmente torturarlos en las cárceles del pueblo.""",0
"""1070798769216724994""","stebanduque","""Pues si sos egresado de Univalle, qué vergüenza, no sabes ni siquiera qué es luchar por educación. Además, hace poco estabas compartiendo cosas que pasaban en Francia. ¿Al menos nota la maldita contradicción?""",0
"""1075214869765459968""","sebuchocampo","""Mi momento más memorable de este año fue<U+0085> #FelizAñoNuevo #Recuerdos2018 En una asamblea de estudiantes con todas las sedes de la universidad del Valle, el recinto completamente lleno y todos llamandome para que le armonizara el lugar con arengas. Fue muy emotivo. """,0
"""1070390636283613184""","CaliWebCo","""Encapuchados bloquean la Av.Pasoancho, tiran papas bombas frente a la Univalle y dañan instalaciones de alumbrado navideño que realiza centro comercial """,-1
"""1063277981869629441""","radiosupercali","""Estudiantes de la #Univalle buscan concientizar a la ciudadanìa de la importancia de la educaciòn pùblica de calidad para las futuras generaciones y el valor de sus lucha en las calles y planteles educativos por la misma. http://supernoticiasdelvalle.com/estudiantes-de-la-universidad-del-valle-marcharan-este-15-de-noviembre/""",1
"""1047164584778391552""","JaimeDinas","""Entrevista Personalizada en contacto internacional @JaimeDinas por Univalle Estéreo 105.3FM este martes 2 de Octubre 8pm con @11johanmojica jugador del @GironaFC de España y @FCFSeleccionCol en Rusia 2018""",0
"""1051804647286018048""","miguep_fecode","""Declaración del Rector de la Universidad del Valle, Edgar Varela, sobre el medio billón de pesos que ""ofreció"" Duque al final de las inmensas movilizaciones: Además de... http://www.renovacionmagisterial.org/portada/la-situaci%C3%B3n-financiera-la-las-universidades-p%C3%BAblicas""",0
"""1073944806144049152""","MARIANIVESMOREN","""Estoy en vivo en la graduacion como INGENIERO INDUSTRIAL - Universidad Del Valle Cali-, y tambien quien el proximo año se graduade ARQUITECTO de la Universidad del Pacifico.........te amo mucho hermano EDWARD MORENO CUESTA.... https://www.univalle.edu.co/grados""",0
"""1059863400581230592""","UVGDeportes","""Recuerda que hoy AVANTI presentará su plan de trabajo como planilla para la Asociación de Estudiantes de la Universidad del Valle. Te esperamos a las 12.30 en la Plaza Paiz Riera. https://www.facebook.com/UVGAsuntosEstudiantiles/posts/1956804324365665""",0
"""1067951662101393409""","Andreag1086","""En caso de recibir el presupuesto que se está negociando, ¿qué pasará con las universidades pequeñas que tienen crisis financiera? ¿o todo es para la UNAL, UDEA y UNIVALLE? Hablo por el caso de la U Tolima. #VanessaDígaleALosEstudiantes""",0
"""1065670188752936960""","Colombo_Cali","""El maestro Andrés Mejía de la delegación del proyecto #HondurasArtísticaAlDescubierto finaliza la actividad pedagógica en Universidad del Valle con la enseñanza de procedimientos de contornos en papel. Una vez... https://www.facebook.com/164407380256927/posts/2173969799300665/""",0
"""1054762710804512769""","cristia20008058","""Me gustó un video de @YouTube http://youtu.be/O3d79JUOmp0?a ¿Cómo Inscribirse a la universidad del valle? - (Parte 1) """,0
"""1066891376841891841""","adrianaruizgon4","""La Doctora Adriana Ruiz González es Médica y cirujana de la Universidad del Valle Cali <U+0096> Colombia y Especialista en Cirugía Plástica de la Universidad Javeriana de Bogotá - Colombia """,0
"""1063542362121502720""","Ladiesshop_Gt",""" <U+0097> me siento llena de energía en Universidad del Valle de Guatemala https://www.facebook.com/566731162/posts/10156723004111163/""",0
"""1061032830040502274""","BedoyaWeb","""#Ahora Vía cerrada por protesta de estudiantes de la Universidad del Valle sobre la calle quinta con carrera 35 a la altura del HUV. El Esmad de la @PoliciaCali en el sitio desbloqueando concentración.""",0
"""1060594553646956550""","REVISTA_GMG","""Univalle cumplió 30 años desarrollando un modelo educativo revolucionario. La Universidad del Valle se define como <U+0093>La Respuesta Científica al Futuro<U+0094>, lema que ha guiado a esta casa superior durante 30 años... https://www.facebook.com/gentemotivandogente/posts/1371390399657811""",1
"""1061712775687405568""","edimaro21","""El 26 de Noviembre se cumplen 21 años de mí grado cómo Administrador de Empresas de La Universidad del Valle.""",0
"""1050009580179255296""","MariBraMi","""Soy Univalle por ella me movilizo y lucho. Pública nos la entregaron, pública la devolvemos. #MarchaPorLaU #MarchaUniversitarios""",1
"""1058051957263339520""","rcnradio","""Estudiantes de Univalle se toman iglesia La Ermita en Cali """,0
"""1048293023925391360""","GLAMZocalo","""@GLAMZocalo #Saltillo #Friday Universidad del Valle de México divertido Back 2 School : http://glamzocalo.com.mx/?p=206257""",0
"""1050357619792203776""","jeffermiller","""A mi de las cosas que más me alegraron fue ver a los estudiantes de la Universidad privada donde estudié salir a protestar junto con otras universidades privadas y luego encontrarse con los de la universidad del Valle, alli dije, nuestros jóvenes realmente se están educando...""",1
"""1057283249788108801""","Nikossierra","""Especialmente por estas cosas la Universidad pública se debe defender y mantener #Univalle #Cancer https://noticias.caracoltv.com/cali/univalle-logra-patente-de-tratamiento-contra-el-cancer-sin-efectos-secundarios?fbclid=IwAR0J4xyfejPmLnH0F4FEThUpxej0Q2xhIUcE29jpb7RL2GpmsP4xuTHRZqA""",1
"""1063816545460281344""","ParaHombresCol","""Reapertura de la Universidad del Valle """,0
"""1056203278155952128""","carloskaxcoo","""Científicos de Univalle y CVC descubrieron nuevas especies de orquídeas en el Valle https://90minutos.co/cientificos-univalle-cvc-descubrieron-nuevas-especies-orquideas-valle-25-10-2018/""",1
"""1047321676541775872""","sandrapaty72","""Y no informan de los estudiantes de univalle bloqueando las vias gente represada en el transporte masivo por esas marchas y no dicen a la comunidad.""",-1
"""1070641546440179712""","AragonIg","""Como egresado UNIVALLE manifiesto mi indignación por estos actos salvajes, @ingenieriauv @univalleCo @egresadoUValle""",-1
"""1062696089982287877""","calireportaje","""Reportan, Policía y Esmad habrán vías ante bloqueos y protestas de estudiantes de Univalle! Empieza a circular algo de trafico en la zona! https://www.facebook.com/CaliReportaje/videos/347129249170626/""",0
"""1062751548093038592""","ecubidess1","""Tropiezos de tránsito por plantones en universidad del Valle http://dlvr.it/QrF3S1""",0
"""1070392705690198016""","METROCALI",""" #ATENCIÓN Se presenta bloqueo en Cl.13 Cr.98. Ruta P10A presenta #DESVÍOS: S-N: En Universidades toman la Cl.16 hasta Cra.80 donde gira a Cl.13 y retoman su ruta. N-S: En Cl.13 con Cra.80 giran a la derecha hasta Cl.5 e ingresan al carril solo bus y retoman en Univalle. """,0
"""1052993141278760961""","eldementiras","""Estos 5 alumnos de la Univalle viajaron a New York a la sede de la ONU para pedir apoyo económico para las universidades públicas del país. Nadie ha mostrado esto porque no es un equipo de fútbol. """,1
"""1061037672020525056""","mapias15","""Situación en Univalle Meléndez. Ya hay cierres. Vídeo HOY NOTICIAS https://www.facebook.com/pilar.aguilar.salazar/videos/10216589779912450/""",0
"""1062722231447490560""","ParaHombresCol","""Tropiezos de tránsito por plantones en universidad del Valle """,0
"""1047248646498971649""","GuadalajaraGob","""La Coordinación General de Administración e Innovación Gubernamental será ocupada por Mario Ernesto Padilla Carrillo, es maestro en Administración y Negocios por la Universidad del Valle de México y antes trabajó en el gobierno municipal y en la @SE_mx.""",0
"""1058069689354670083""","horizons_gt","""Uno de los relatos más críticos es el de Yamile Daza quien tenía cuatro meses de embarazo y por la fumigación perdió su bebé, esta afirmación respaldada por el informe de Martha Páez, profesora de química Universidad del Valle, quien aseguró que""",0
"""1067584517848862723""","Anparbe","""los muertos no son babosadas, busque los asesinatos de los estudiantes de la Universidad del Valle en el gobierno Uribe. Jhonny Silva Aranguren, Julián Andrés Hurtado, Katherine Soto, William Ortiz. No entiendo porque los uribistas sin tan amantes de la sangre y la muerte""",0
"""1053046147718230022""","admonunivalle","""Presentación del libro La Hegemonía del Management, del profesor Edgar Varela Barrios, Rector de la Universidad del Valle. Confirmar asistencia a: direccion.comunicaciones.universitarias@correounivalle.edu.co extension.fca@correounivalle.edu.co """,0
"""1049755257872502784""","joisagud","""Muy apropiada la película para estos tiempos.""",0
"""1050085508158652416""","TaliaRada","""Univalle Buga se movilizó en defensa de la educación pública. Marchamos con entusiasmo para decirle a Duque que no vamos a permitir que nos arrebate la educación pública. Seguiremos luchando día a día. Orgullo univalluno! """,1
"""1060901885060792322""","AstroDidac","""La Semana del Espacio 2018 tendrá lugar en las instalaciones de la Universidad del Valle, desde el día martes 13 de noviembre al viernes 16. ¿¡Pensás perdértelo!? En este link podrás encontrar la... https://www.facebook.com/AstronomiaDidacticaED/posts/1119135748243265""",0
"""1070397276294705154""","METROCALI",""" #UsuariosMIO Se cierra preventivamente las estaciones Univalle y Buitrera, la ruta A12C realizará parada en estación Meléndez sentido Sur-Norte """,0
"""1059212707910639617""","colombiawp","""Finalizó en la ciudad de Cali la Copa Germán Marín de #PoloAcuático Categoría Abierta: Univalle Egresados Santander Categoría Elite: Yubartas Santander Boyas #Colombiawp #Polo #WaterPolo""",0
"""1063385817702440965""","mari_arias24","""Hoy amanecí escuchando buenas noticias: - Comportamiento ejemplar ayer en las movilizaciones - Univalle no cancelará semestre Gracias Cali""",1
"""1050054092012314624""","flor_acida","""Desde Univalle, ve. """,0
"""1057248997637799938""","omaralfoalba","""Mínimo, de la Univalle.""",0
"""1048651726197334016""","DibujosLarenas","""Dibujo a lápiz carboncillo hecho por Luis Miguel Larenas S. Medida 35x50cm Whatsapp +57 3144522270 #zarzal #roldanillo #dibujos #dibujosalapiz #univalle #univallezarzal #colombia #arte #dibujoslarenas #museorayo #art #dibujo""",0
"""1070005433925017600""","MrCorviche","""Evaluación de los profesionales de apoyo del comité de discapacidad e inclusión de la universidad del Valle por parte del Coldi Univalle""",0
"""1063111610028441600""","MCLSanna","""El uribismo viene por el Valle. Le temen a @AlexLopezMaya como candidato a la Gobernación, porque saben q al ser Gobernador no privatizará las empresas públicas, dirigirá el presupuesto a fortalecer el HUV, la educación, Univalle, el Sena, la vivienda https://lasillavacia.com/silla-pacifico/las-tres-lineas-que-tiro-uribe-para-la-campana-en-valle-68853""",0
"""1074745125711024132""","abogadosenCali2","""No vi noticia nueva el incremento del pie de fuerza lo anunciaron desde hace rato y nada que llega. Los recursos para seguridad también ya habían sido anunciados. Los encapuchados en la univalle, son tan viejos como las protestas qué hacen.""",-1
"""1052528965078974464""","villamizar","""Unos 20 studiantes bloquearon con escombros las intersecciones viales de la Universidad del Valle. Ya está presente policía y agentes de tránsito. Pronto despejaremos la vía.""",-1
"""1058519635585392640""","joaooppaulo","""Alguém tem cartão da Univalle ?""",0
"""1052577170718171136""","noticiascalidad","""Este es el panorama a esta hora a los alrededores de Univalle en la calle 16 con Avenida Pasoancho. """,0
"""1061066718817202176""","banny_mendez","""!Univalle RESISTE¡ La lucha de pocos por el beneficio de muchos... Orgullosamente Univalluna.""",1
"""1052577034646540289""","LFernando_WF","""¿Cómo así que los de la Universidad del Valle madrugaron a armar la chupameleculo con quema de llantas y todos los demás juguetes? JAAAA AH BELLEZAS *Aplaude (?)*""",-1
"""1052530602262564864""","HoyNoticias2","""En HOY NOTICIAS Jorge Calderón, estudiante de Univalle, asegura ""esto es un plantón pacífico , informativo y y no queremos confrontaciones con el ESMAD ni aceptamos que nadie se infiltré"". @TwiterosCali @quepasaencalive @univalleCo""",1
"""1066389484978225155""","JorgeOvalleB","""Excelente video desde #Univalle para la marcha de este 28 de noviembre. A las buenas o a las malas Duque tiene que escuchar. https://www.facebook.com/100009632561501/posts/817438898587188/""",0
"""1052523858480324608""","marimarm0622","""En cali en los alrededores de univalle inicia congestión por cierre de vías. Hoy habrá protesta de Unicalle pero comenzaron muy temprano""",0
"""1076245970281787392""","andrestra121","""Esto no hace parte de la terminal mio del sur... Esto es un punto de parada del sistema.. Y hace una semana lo dejaron abandonado... Será por fin de año... O falta de previsión..""",0
"""1073923667917266947""","SCoy69","""Por Dios cuando estudié ingeniería industrial en Univalle, habían facinerosos, que cambiaban de carrera, para no abandonar las sedes, averigüé bien.""",0
"""1061444938460741632""","Loseyourself_03","""#LosEstudiantesNoSomosTerroristas #UnMesdeParoNacional #Univalle #UnivalleResiste""",0
"""1078677352123715584""","ScratchinPro","""Yo lo estudié en la #UniversidadDelValle Con los Arquitectos Carlos Botero y Ricardo Hincapié Me enamoré de su #arquitectura sobria y las soluciones técnicas tan depuradas, como la galería perimetral para control de humedad Herencias de un futuro que no fué, pero se veía bello""",0
"""1053758625146122241""","julipz91","""En la Universidad del Valle están intentando sabotear el paro ubicando dispositivos explosivos dentro de las instalaciones. Esta mañana uno detonó cerca de un niño.""",-1
"""1070413058458169346""","arquivan73","""esos, No representan a los estudiante ni a la Universidad del Valle, son simples jibaros, interesados en el negocio de la droga... """,1
"""1064930793288622081""","DptesSinTapujos",""""" Steven López Niño iba a cubrir conmigo el Sudamericano Sub de Chile Sub 20 en Enero por Únivalle"" @JaimeDinas en #DeportesSinTapujos""",0
"""1060710385098067969""","EnterateCali","""A esta hora la marcha de estudiantes se dirige de la Cra 100 con Cll 16 hacia Univalle... """,0
"""1065684769697136650""","leylaponcedleon","""Siempre me he sentido en deuda con la Universidad del Valle donde estudié Comunicación. No me dolería para nada ayudar con un aporte voluntario. Le debo mucho de lo que soy a la U pública""",1
"""1058519015017066500""","CMART_T","""Minguiando alrededor del abuelo fuego, Acompañamiento especial de Exgobernador del Cabildo indígena Univalle Manuel Ussa Tunubala a el Cabildo indígena Unal Palmira @UNALPALMIRA #Misak #indígenas #Fuego #Minga #Tulpa <U+0096> at Universidad Nacional De Colombia""",0
"""1063955835880177666""","galletita8a","""#RT La Universidad del Valle de México creó una Clínica Veterinaria para perros y/o gatos en situación de calle, además de crear el primer Banco de Sangre en México, donde podremos llevar a nuestros perros y gatos a donar sangre. """,1
"""1070491938489548800""","rcnradio","""Disturbios en Univalle dejaron heridos y daños en alumbrado navideño """,-1
"""1070698225512910850""","natillaa_","""Cuando tus vecinos saben que eres de Univalle y lo primero que te preguntan es si estuviste tirando piedras ayer.""",0
"""1049806380792799232""","_Ceballitos","""Yo mi universidad pública. #Univalle """,0
"""1063894959269519360""","dj_renteria","""#2 LD Selección Univalle de Futbol https://www.facebook.com/100002649609031/posts/1846744342090535/""",0
"""1047268205943828480""","Jbg2209","""Mira amigo, admiro mucho la universidad del valle y sus profesionales, pero algo que si conozco por una clases que tome allí, fue su aeropuerto solo drogas dentro del mismo campus, y es tal el manejo que por eso no permiten la entrada a la policía! Lastima por la universidad""",-1
"""1052795221031956480""","jneu_cella","""Tengan en cuenta que después de lo acontecido hoy en la Univalle, en la UdeA y en la Uni-Pamplona, esos aires pacifistas poco se respetarán.""",-1
"""1072234341424656385""","BLUPacifico","""Redes de microtráfico y extorsión estaría financiando vandalismo frente a Univalle http://bit.ly/2L7kgNt #VocesySonidos""",0
"""1063161336270651392""","HeidyDBM","""La sabrosura de una marcha PACÍFICA! #UNIVALLE """,1
"""1049891507879198721""","arnulfo_millan","""Como egresado de UNIVALLE y el SENA salgo a marchar para defender la educacion pública. Estas son las Consignas que cantaremos y bailaremos en las marchas en Colombia por la defensa de la educación pública miércoles 10 oct 2018 ¡ QUE VIVAN LAS ""IES"" Instituciones de educación sup """,1
"""1061264058920386561""","FlacaPuroHueso","""Edgar tiene razón. Y yo también estoy de acuerdo con eses sistema de cobro, funciona igual que en Univalle, quien tiene paga más.""",0
"""1058081240107102208""","lafmdeleje","""Al menos 60 estudiantes de Univalle se tomaron iglesia La Ermita, de Cali https://www.lafm.com.co/colombia/al-menos-60-estudiantes-de-univalle-se-tomaron-iglesia-de-cali <U+0085> #MePasoALaFM""",-1
"""1060769740254310400""","Natalya_142210","""Lástima es que los medios de comunicación no muestren lo que hace el esmad o la policía cuando las protestas son pacíficas. #Univalle""",1
"""1057311017460527111""","Sursystem","""Mañana cerrando la gira del mes de #octubre, el #SatéliteSursystem presenta en la Universidad del Valle una nueva #VideoAudiciónSatelital con los selektars #JuanitoFunkyBoogaloo y #ZudacaBoy /// #RadioExperimental #MuestraEditorial #GráficaPopular #CaliCo #Colombia #Halloween""",0
"""1055577209765814274""","StarsBlue29","""En Univalle se está realizando el FIURA. Pásate por acá """,0
"""1072156685433749505""","JorgeOvalleB","""#Urgente estas son algunas declaraciones del Rector de la #Univalle sobre el próximo Ennes 3.0 y sobre la continuidad del Paro. https://www.facebook.com/JorgeOvalle23/videos/829267110737700/""",0
"""1050577794512678912""","Dianitaortizz","""El canal @CaracolTV metió las de caminar acallando una información importante sobre la marcha de ayer y la universidad del Valle, dejando ver q esta del lado de los Uribistas. Por favor más imparcialidad. """,0
"""1057473139167424512""","96angelica","""#31PorLaEducación Univalle @UneesCol""",0
"""1062861121449848833""","mapias15","""Rector de Univalle ordena desalojo del campus universitario y suspenden el ingreso de personal administrativo y educativo """,-1
"""1049543099494617089""","gustavbrasil","""Quase plagiando a los tropeleros de Univalle, entiéndase mamertos por antonomasia""",0
"""1057727042832293888""","realidad360","""#Cali Univalle nuevamente sale a marchar en pro de la educación pública, esta vez la marcha se hará en relación con el día de Halloween, será un 'Marcha zombie' https://goo.gl/zdwZHT""",0
"""1058390708808269824""","UnivalleSt","""#LoQuePasaEnLaUV ¿Sabían que Pachorron, el cerdo al que se le practicó el trasplante de pulmón hace un año, sigue vivo y es un caso de éxito en tema de trasplantes, o que con el apoyo de Univalle se realizó en... https://www.facebook.com/univalleestereo/posts/2134462283252833""",1
"""1062690484869455878""","RadioMAXcol","""#DISTURBIOS | A esta hora se presentan disturbios en la Univalle, luego de que los estudiantes bloquearan la Avenida Pasoancho. Se le recomienda a los conductores tomar vías alternas. #Univalle #Estudiantes https://www.facebook.com/RadioMAX/videos/294810431140670/""",-1
"""1050060605770686469""","ClaudiaFRojas","""Yo #UniversidadPublica, soy #univalle y creo profundamente en el papel transformador que la educación tiene, no mezclen nuestro sentimiento y realidad económica con partidos políticos, dejennos ser academia! Presidente @IvanDuque segura que usted nos ayudará! @DollyMontoyaUN""",1
"""1070427070784786432""","kikamazo","""Esto de destruir el alumbrado nada tiene que ver con el derecho a la educación. Apoyo la protesta, la destrucción no. Así no #univalle, así no. """,-1
"""1065614750871101440""","EnterateCali","""A esta hora se presentan protesta pacífica por parte de estudiantes de Univalle en la pasoancho con 100. Bloquean vías y ocasionan congestión y atrasos en las rutas del MIO. """,-1
"""1052549808387289088""","juanka1024","""Universidades está echa una , no hay por donde coger , me tocó venirme a pie hasta el trabajo , si es para exigir una educación pública de calidad que los de univalle lo hagan hasta que el gobierne escuche.""",1
"""1060158908730351616""","UVsocioeconomia","""¡Atención #Univalle!: Programa de Cooperación Universitaria Prisa - @auf_org El objetivo del programa PRISA es contribuir a la excelencia de la cooperación académica entre las instituciones de la AUF Fecha límite postulación: 15 de noviembre Info https://goo.gl/tGAo8A""",0
"""1066865962106859520""","Col_Informa","""#Educación | Estudiantes de Universidad del Valle, Cauca, UTP, Quindío, Nacional (Palmira) a tres kilómetros de llegar a Fusagasugá e instalarse en la Universidad de #Cundinamarca.""",0
"""1063446070666108929""","AlvaroDaza_jr","""ENCADENADOS PROTESTAN ESTUDIANTEW DE LA UNIVALLE EN BUGA. Apoyo Total. https://www.facebook.com/alvaro.dazajaramillo/videos/10216549928797410/""",1
"""1052741474037784576""","NCValle","""#MinutoAMinuto Avanza la #MarchaPorLaEducación a la altura de la Calle 5 de #CaliCo, estudiantes de la Universidad del Valle exigen al Gobierno nacional recursos para la educación pública https://noticias.caracoltv.com/cali/estudiantes-universitarios-en-cali-asisten-la-marcha-con-antorchas-por-la-educacion-publica""",0
"""1063455049483993088""","cesarRico121","""Según Ud. La policía tomo las fotos y fueron a lsnzarlas a la Univalle. Es una verguenza estos estudisntuchos de quinta. Se muestra a las claras la falta de autoridad de unos papas alcahuetas con unos parásitos como, afortunadamente, una gran minoría de estudiantes revoltosos""",-1
"""1070450774646448128""","jairoesgiraldo","""Dudo que esos que están dañando el alumbrado o cualquier bien público sena los que están liderando la lucha estudiantil, los verdaderos se reúnen con el gobierno, los de hoy afuera de Univalle son unos delincuentes. #CaliSeRespeta""",-1
"""1070512296953294855""","cristina_ocoro","""El comportamiento de los supuestos estudiantes de la Univalle es un acto irácional. De qué les servi estar en una universidad si actúan como delicuentes? Qué tristeza el futuro de estos jóvenes""",-1
"""1066681847944491008""","diego_parkour98","""#Navidadenbravissimo #Bravissimoxlaniñez @BravissimoCity Universidad del valle""",0
"""1070815443584212992""","ManosVisibles","""Ricardo A. Torres, Quimico con Magister en Ciencias Quimicas de la universidad del valle y oriundo de Tumaco, uno de los nominados al premio 'Afrocolombianos 2018' por su aporte en tratamientos de aguas. Más información aquí: http://pagina10.com/web/cientifico-tumaqueno-ricardo-a-torres-palma-es-el-personaje-10-del-dia/""",1
"""1061085322849722368""","HooverBaquero","""Daños a las instalaciones de la Universidad del Valle por parte del ESMAD. No es verdad que no hayan daños. """,0
"""1063051094832660480""","RedjudicialCom","""El Colegio de Abogados Comercialistas del Valle y Univalle invitan al I FORO DE DERECHO MERCANTIL Cali. Evento que cuenta con expositores de altísimo nivel y es de Entrada Libre. Aseguren cupo a la mayor brevedad, con certeza, muchos querrán asistir. Les comparto la información: """,0
"""1066682460400963584""","YOYIS_39","""#Navidadbravissimo la respuesta es univalle""",0
"""1052558300624113664""","ScratchinPro","""La Univalle es buena, los vándalos que se escudan en ella para hacer daño no la representan.""",1
"""1061037308080803841""","falavi2005","""#VIVALATARDE: Luego de enfrentamientos con el Smad, estudiantes se replegaron a sede de Salud de la Universidad del Valle, y se restableció el paso de vehículos por la calle 5. Los bloqueos y choques se presentaron frente al Hospital Departamental....Ya hay paso de vehículos...""",-1
"""1052629752211800064""","descifraguerra","""Vídeo del enfrentamiento entre miembros del Esmad y estudiantes de Univalle tras los bloqueos de las calles. """,0
"""1051886619400142848""","InformateMX","""Educación y leyes estrictas reducirían violencia contra mujeres, revela encuesta: México, 15 Oct .- El Centro de Estudios de Opinión de la Universidad Del Valle de México (UVM) presentó el estudio sobre <U+0093>Violencia hacia las Mujeres: Cotidianidad y... http://tinyurl.com/y7edur6q""",0
"""1052535081263349761""","REDINFORMATIVA5","""Los estudiantes de la Universidad del Valle dicen que es una manifestación totalmente pacifica que no quieren enfrentamientos con el SMAD, dicen que es solo informarle a la comunidad lo que esta pasando con las... https://www.facebook.com/jaimeperezl1/posts/1546853925416822""",0
"""1049773648062636033""","ValentinaVas816","""Antes de graduarme del colegio en 2013, le hice una propuesta a mi mamá acerca de mi futuro en la universidad, tenía dos opciones, estudiar en Univalle o irme al extranjero, es chistoso, pero haciendo cuentas me salía más rentable estudiar en el exterior que en mi país...""",-1
"""1053126875684499456""","vaitaminD","""Que hermosa te ves Univalle cuando luchas por lo que te pertenece. """,1
"""1072495167423303681""","julietacomunica","""Bienvenidos a la Nueva Cultura de Radio, Escalera al Cielo, Rock & Pop, por 105.3 FM, http://emisora.univalle.edu.co y en la App Univalle Estéreo, 9:30 a 11:30 a. m """,0
"""1073570987399135232""","AUTECLT","""Los estudiantes de la Universidad Santiago de Cali, Universidad Javeriana Cali y Universidad del Valle serán los beneficiados: http://bit.ly/2BhtXnQ somos http://autec.co""",0
"""1064533392618921984""","MAJCC_Univalle","""Investigamos, recolectamos, documentamos, preservamos y difundimos el conocimiento sobre la Arqueología y la Historia Prehispánica del Suroccidente de Colombiano #MAJCC #LoQuePasaEnUV""",0
"""1050030146588164096""","lufoxfer","""Lo invito a que me muestre cuántos estudiantes de medicina o ingenierías de Univalle son de colegio público NO LLEGA AL 10% la universidad pública le da prelación a la pruebas saber y no al origen del estudiante. """,1
"""1061042652509036547""","noticiascalidad","""Al sur de Cali, en la sede de Melendez de Univalle se registran problemas de orden público que son controlados por la fuerza pública a esta hora. """,-1
"""1052645759517057025""","Diego20751170","""Nicolás, no podes generalizar las cosas en esta situación. Hay persona que realmente están luchando por una Universidad pública con mejor infraestructura. Yo como estudiante de Univalle te lo puedo asegurar y si tienes tiempo deberías ir algún día a las asambleas.""",1
"""1050863039472443394""","Yosoycalico","""HOY 12 DE OCTUBRE VIERNES DE LETRAS CON ANDREA SERNA. 6:00 PM Auditorio Ángel Zapata, Biblioteca Mario Carvajal. Universidad del Valle sede Meléndez. En caso de marchas o bloqueos en la Universidad del Valle, el evento se desarrollará en el Auditorio Jorge Isaacs @Bibliovalle.""",0
"""1049856031914889217""","Merv_1295","""No marchan los estudiantes, marcha el país: las familias, los profesores, los grupos de investigación, todos. Porque reconocen la importancia de la Educación Pública y de calidad. #SOSUniversidadesPublicas #10DeOctubrePorLaEducación #YoSoyDeLaUPublica #Univalle""",1
