username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
XIXCAMUV;2018-12-30 13:00;0;0;"Partly Cloudy Hoy! con una max 34C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1079361493563527168";https://twitter.com/XIXCAMUV/status/1079361493563527168
Laucsegtz;2018-12-30 03:24;0;0;"Asegúratedequenoseannodulosopólipos//necesitosavoz.univalle.edu.co";;;;"1079216653534150656";https://twitter.com/Laucsegtz/status/1079216653534150656
psanabria;2018-12-29 23:35;0;2;"No exactamente.Nací en Bogotá pero me crié con tradiciones vallunas en mis vacaciones con la familia en Tuluá. Y lo que me quedaba de rolo me lo sacaron viviendo 15 años en Cali. Comí empanadas de cambray y papa sucia en Univalle.Y en mi casa hasta el perro y el gato son caleños.";;;;"1079158945711878147";https://twitter.com/psanabria/status/1079158945711878147
Andres62608377;2018-12-29 21:04;0;0;"Univalle... Ing. Comercial";;;;"1079121037378359296";https://twitter.com/Andres62608377/status/1079121037378359296
Infracer1;2018-12-29 20:47;1;6;"Que guisa es la 66, pa eso si están, pero si l la mamá les dice: vea vaya proteste con los de univalle haber si estudia el otro año, mire q no tengo como pagarle una U privada, el gamín: uy no cucha déjeme oyendo Bad bunny jajajajjajaa";;;;"1079116837823098882";https://twitter.com/Infracer1/status/1079116837823098882
JCardenasFlaco;2018-12-29 18:41;0;0;"En Febrero del 2010 Wilson Arias Castillo Senado POLO 6 escribía como la Policía registraba como un procedimiento policial el asesinato de nuestro compañero de Univalle Johnny Silva, en un país... https://calihoy.blogspot.com/2010/02/johnny-silva-un-procedimiento-policial.html";;;;"1079084943240847361";https://twitter.com/JCardenasFlaco/status/1079084943240847361
lalalllalllaa;2018-12-29 18:02;0;2;"O que la misma 14 cree propia app ... vayan a las universidades Caleñas Univalle Icesi Autónoma ... en Cali hay mucho talento en TI ... se q los chicos de Icesi son muy buenos";;;;"1079075320370786305";https://twitter.com/lalalllalllaa/status/1079075320370786305
andres_fandino;2018-12-29 15:37;3;4;"Muchas gracias por divulgar esta importante investigación científica de @Univalle_FSalud de @UnivalleCol";;@Univalle_FSalud @UnivalleCol;;"1079038701051805697";https://twitter.com/andres_fandino/status/1079038701051805697
XIXCAMUV;2018-12-29 13:00;0;0;"Partly Cloudy Hoy! con una max 34C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1078999120508006401";https://twitter.com/XIXCAMUV/status/1078999120508006401
jorgeballivian;2018-12-29 12:17;0;0;"Univalle ing. Comercial";;;;"1078988457257717760";https://twitter.com/jorgeballivian/status/1078988457257717760
johnjairo1980;2018-12-29 04:08;0;0;"Entonces en Cali el esmad solo aplica para los estudiantes de Univalle y los jóvenes que están cerrando la 66 con pasoancho en licores junior muy frescos y campantes. @MauriceArmitage @PoliciaCali";;@MauriceArmitage @PoliciaCali;;"1078865220779560961";https://twitter.com/johnjairo1980/status/1078865220779560961
ConVania;2018-12-29 03:13;0;1;"Gracias a “Vuelo Nocturno” por la entrevista en canal Univalle - COCHABAMBA";;;;"1078851542017605633";https://twitter.com/ConVania/status/1078851542017605633
caporojo831;2018-12-28 20:58;0;0;"America nos va a meter a la Liga de la Univalle...";;;;"1078757206789640193";https://twitter.com/caporojo831/status/1078757206789640193
vleonfilm;2018-12-28 20:07;1;2;"Dicen que apoyan las graderias privadas de la feria porque da orden y seguridad, como si esa fuera la única solución. El orden no tiene que depender de la privatización del espacio, hay muchisimas otras maneras. Entonces privaticemos Univalle porque hay mucho capucho y ladrón.";;;;"1078744237032771584";https://twitter.com/vleonfilm/status/1078744237032771584
raulesceptico;2018-12-28 17:05;0;0;"Mire señora. No usé la palabra carrera, así que anda muy falaz. Además, si ha entrado alguna vez a una universidad sabría que en muchas de ellas se usa la palabra escuela para diferenciar carreras o grupos de carreras. Por ejemplo: ESCUELA de ingeniería industrial de Univalle.";;;;"1078698520130060288";https://twitter.com/raulesceptico/status/1078698520130060288
XIXCAMUV;2018-12-28 13:00;0;0;"Partly Cloudy Hoy! con una max 34C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1078636760215752704";https://twitter.com/XIXCAMUV/status/1078636760215752704
Piti_Guevara;2018-12-28 06:10;0;0;"#TBT Descanso Mental @Univalle https://www.instagram.com/p/Br65oFeht_ExDNOgsRWWk36qd_As7sBGmMWXjM0/?utm_source=ig_twitter_share&amp;igshid=1aox5merxa3mq";;;#TBT;"1078533713070383104";https://twitter.com/Piti_Guevara/status/1078533713070383104
NicolasCorena;2018-12-28 03:14;0;2;"Contacté a Darío Henao de Univalle, lo que hicieron en noviembre fue edición de prueba, la tendremos en firme en 2019. Sin embargo, hay otros posibles caminos para que se la podamos ubicar lo más pronto.";;;;"1078489338202202114";https://twitter.com/NicolasCorena/status/1078489338202202114
natyabrahams;2018-12-27 22:51;1;0;"Es la madre de una compañera de univalle-Cali. Favor difundir. ";;;;"1078423050373210114";https://twitter.com/natyabrahams/status/1078423050373210114
AraaliNeyra;2018-12-27 20:23;0;0;"Lo que no te mata, te hace más fuerte. Vamos por todo! #internado #hospital #univalle #colelap";;;#internado #hospital #univalle #colelap;"1078385937074270210";https://twitter.com/AraaliNeyra/status/1078385937074270210
NenaMor66;2018-12-27 19:01;1;0;"#Desaparecida el 26 de Diciembre Laura Lucia Lopez .mamá de secretaría de Univalle Elisabeth Dorado 3168032376 ";;;#Desaparecida;"1078365394015055875";https://twitter.com/NenaMor66/status/1078365394015055875
taehynglie;2018-12-27 16:42;0;0;"@/Univalle para cuándo la electiva?";;;;"1078330372298018816";https://twitter.com/taehynglie/status/1078330372298018816
XIXCAMUV;2018-12-27 13:00;0;0;"PM Thunderstorms Hoy! con una max 33C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1078274490319233024";https://twitter.com/XIXCAMUV/status/1078274490319233024
ElSantaGil;2018-12-27 03:33;0;1;"No la tiene hasta donde sé (Univalle, UN Manizales, UdeA y Javerianas). Debería tenerla ciertamente.";;;;"1078131800017375234";https://twitter.com/ElSantaGil/status/1078131800017375234
jlondo;2018-12-26 22:39;0;0;"O que el carcelero de univalle solo protegía las victimas o que totoro y genova solo fueron fuegos artificiales y que la sra lara fue una terrible confusion o q j.r mercado era un motivo de ejemplo... hay tanto";;;;"1078057742789763072";https://twitter.com/jlondo/status/1078057742789763072
pinochitowallis;2018-12-26 21:48;0;1;"El mejor parche, fijó eres o fuiste de Univalle. Jajaja";;;;"1078044974674046978";https://twitter.com/pinochitowallis/status/1078044974674046978
maximinomafla;2018-12-26 21:10;0;0;"Profesor de Univalle recibe mención de honor por lucha contra la corrupción | Cali Es Cali http://www.caliescali.net/profesor-de-univalle-recibe-mencion-de-honor-por-lucha-contra-la-corrupcion/";;;;"1078035383877881862";https://twitter.com/maximinomafla/status/1078035383877881862
alejoeder;2018-12-26 20:32;0;14;"Estamos al aire con Jaime Cardozo de Univalle Estéreo 105.3 FM, en el programa #ViveLaFeria dialogamos sobre el gran comienzo de #FeriaDeCali. Espero que se unan a nuestra agenda! Siga la emisión en vivo aquí: https://bit.ly/29trSYj";;;#ViveLaFeria #FeriaDeCali;"1078025679239892994";https://twitter.com/alejoeder/status/1078025679239892994
Maurozco88;2018-12-26 15:05;0;0;"Es que el problema es que solo ven la posibilidad de defenderse. Pero no se la puedes dar a un niño o un adolescente. Qué tal si piensan en los disturbios de la izquierda con armas de fuego. Recuerde que en Univalle mataron a un agente de un tiro. Tiene que haber un gran filtro.";;;;"1077943406951915520";https://twitter.com/Maurozco88/status/1077943406951915520
XIXCAMUV;2018-12-26 13:00;0;0;"Isolated Thunderstorms Hoy! con una max 34C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1077912082023174147";https://twitter.com/XIXCAMUV/status/1077912082023174147
espanaleal;2018-12-26 03:37;0;0;"Mi primita va a estudiar en Univalle en junio y creo que me volveré como un hermano celoso.";;;;"1077770239771844609";https://twitter.com/espanaleal/status/1077770239771844609
indignadocol1;2018-12-26 03:25;0;0;"Ciencias políticas en univalle y Universidad nacional en Bogotá. Vincularse a un trabajo social es otra idea.";;;;"1077767445950197767";https://twitter.com/indignadocol1/status/1077767445950197767
ArhuacoFeliz;2018-12-26 00:41;0;0;"Felíz Navidad para mi exdecano en Univalle";;;;"1077726076351250432";https://twitter.com/ArhuacoFeliz/status/1077726076351250432
XIXCAMUV;2018-12-25 13:00;0;0;"Isolated Thunderstorms Hoy! con una max 33C y una minima 21C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1077549636930424832";https://twitter.com/XIXCAMUV/status/1077549636930424832
paoloand;2018-12-24 18:12;0;1;"la ignorancia no tiene limite, jajaja quién dice que la u de los andes es buena? las mejores del pais son la nacional de bogota, Univalle y la de antioquia, luego si están andes y javeriana bogota";;;;"1077265805451190273";https://twitter.com/paoloand/status/1077265805451190273
AquinoTicias1;2018-12-24 17:03;32;218;"No sea así,hombre, q la solución a los problemas del Pacífico no está en que los jóvenes de la región estudien en la U de los Andes,sino en q la U del Pacífico y la UniValle,públicas ellas y por las cuales marchan los estudiantes,sean tan buenas como la de los Andes y para todos.";;;;"1077248411504701441";https://twitter.com/AquinoTicias1/status/1077248411504701441
cfdm411;2018-12-24 16:57;0;2;"Estudié en univalle y conocí mucha gente que dice cualquier cosa. moraleja: No perder el tiempo";;;;"1077246782411804673";https://twitter.com/cfdm411/status/1077246782411804673
canalunivalletv;2018-12-24 16:16;0;0;"Saludo de Feliz Navidad de parte del Canal Univalle TV para toda la comunidad. https://www.facebook.com/canalunivalletv/videos/2201184466867865/";;;;"1077236487715020800";https://twitter.com/canalunivalletv/status/1077236487715020800
julietacomunica;2018-12-24 14:32;1;1;"Feliz Navidad les desea Escalera al Cielo, Rock & Pop, por 105.3 Fm, http://emisora.univalle.edu.co y en la App Univalle Estéreo, 9:30 a 11:30 a. m ¡Bienvenidos a la Nueva Cultura de Radio! ";;;;"1077210419528384512";https://twitter.com/julietacomunica/status/1077210419528384512
XIXCAMUV;2018-12-24 13:00;0;0;"Isolated Thunderstorms Hoy! con una max 32C y una minima 21C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1077187267993747461";https://twitter.com/XIXCAMUV/status/1077187267993747461
_Ceballitos;2018-12-24 06:04;0;2;"Si al perfil de Univalle en insta le gusta mi foto ¿puedo pensar que es un like que representa a toda la comunidad estudiantil, y que eso incluye al men que me parece lindo, que no sé qué estudia, pero que da igual porque nunca le voy a hablar?";;;;"1077082569194254336";https://twitter.com/_Ceballitos/status/1077082569194254336
junnior1221;2018-12-24 02:49;0;1;"Lo fuera ido a sacar del monte y lo fuera metido a la univalle que usted le daba la oportunidad de estudio o hasta lo fuera metido a la javeriana. Es mas haga esa acción vaya al monte y trae los guerrilleros que estén sin estudio y usted les dice que les va a dar la oportunidad";;;;"1077033401331433472";https://twitter.com/junnior1221/status/1077033401331433472
NicolasCorena;2018-12-23 16:56;0;1;"Consultaremos a Darío Henao, de Univalle. Hace poco sacaron en Cali una buena edición. Nos emociona tanto encontrar más lectores interesados en la obra del inolvidable Manuel.";;;;"1076884385897549824";https://twitter.com/NicolasCorena/status/1076884385897549824
juandirestrepo2;2018-12-23 16:41;0;0;"I added a video to a @YouTube playlist http://youtu.be/VTjZN2eIDbY?a Saloneo Capuchos | Univalle 2017";;@YouTube;;"1076880571845001217";https://twitter.com/juandirestrepo2/status/1076880571845001217
juandirestrepo2;2018-12-23 16:36;0;0;"I added a video to a @YouTube playlist http://youtu.be/bh6S6OMlXpM?a Tropel Conmemoración "8 y 9 de Junio Día del estudiante" | Univalle";;@YouTube;;"1076879168002916352";https://twitter.com/juandirestrepo2/status/1076879168002916352
UnivalleCol;2018-12-23 16:00;4;8;"La apropiación social del conocimiento es una de las prioridades de nuestra institución. El @cvisaacs comparte un video sobre el trabajo que han realizado nuestros investigadores en esta materia #ASCTI #Investigación #Educación #Univalle http://cort.as/-DG1E";;@cvisaacs;#ASCTI #Investigaci #Educaci #Univalle;"1076870048784953344";https://twitter.com/UnivalleCol/status/1076870048784953344
XIXCAMUV;2018-12-23 13:00;0;0;"AM Clouds/PM Sun Hoy! con una max 34C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1076824926991060992";https://twitter.com/XIXCAMUV/status/1076824926991060992
Danisandovalp;2018-12-23 06:24;0;0;"Duque dice "que todos puedan donar a las públicas a través de impo. renta" y le dicen "no son limosnas lo que se necesita". Luego sale "Universidad de los Andes [expande el programa Quiero Estudiar para el Pacífico] recoge donaciones" y dicen "¿Por qué no le dan eso a Univalle?" ";;;;"1076725204376842240";https://twitter.com/Danisandovalp/status/1076725204376842240
Diplomadosyoga;2018-12-23 02:06;0;0;"Nuestra comunidad, de yoghis y yoghinis en Cali, Paul Arquitecto de Univalle. #mantra #terapia #musicoterapia #cali #colombia #salud #jamundivalle #medellin #holística #amor #love #coachensalud #meditacion #4ey... https://www.facebook.com/Diplomadosyoga/posts/10213053458441293";;;#mantra #terapia #musicoterapia #cali #colombia #salud #jamundivalle #medellin #hol #amor #love #coachensalud #meditacion #4ey;"1076660279268818944";https://twitter.com/Diplomadosyoga/status/1076660279268818944
Diplomadosyoga;2018-12-23 01:58;0;0;"Nuestra comunidad, de yoghis y yoghinis en Cali, Carlitos. estudiante de geográfia, en Univalle. #mantra #terapia #musicoterapia #cali #colombia #salud #jamundivalle #medellin #holística #amor #love... https://www.facebook.com/Diplomadosyoga/posts/10213053418560296";;;#mantra #terapia #musicoterapia #cali #colombia #salud #jamundivalle #medellin #hol #amor #love;"1076658217156001797";https://twitter.com/Diplomadosyoga/status/1076658217156001797
Diplomadosyoga;2018-12-23 01:01;0;0;"Nuestra comunidad, de yoghis y yoghinis en Cali, Paul Arquitecto de Univalle. @Univalle — at Univalle https://www.facebook.com/Diplomadosyoga/posts/10213053096512245";;;;"1076643974029271040";https://twitter.com/Diplomadosyoga/status/1076643974029271040
Diplomadosyoga;2018-12-23 00:57;0;0;"Nuestra comunidad de yoghis y yoghinis en Cali, Carlitos estudiante de geografia en Univalle.";;;;"1076642849658228736";https://twitter.com/Diplomadosyoga/status/1076642849658228736
Diplomadosyoga;2018-12-23 00:51;0;0;"Nuestra comunidad, de yoghis y yoghinis en Cali, Carlitos. estudiante de geográfia, en Univalle.";;;;"1076641424672645125";https://twitter.com/Diplomadosyoga/status/1076641424672645125
michelcarbel3;2018-12-22 23:53;0;0;"BRUJERIA DEL BUM GRUPO DE DANZA SON DEL PACIFICO UNIVALLE-SEDE PACIFICO https://youtu.be/6_lnm682IZA vía @YouTube";;@YouTube;;"1076626771183894528";https://twitter.com/michelcarbel3/status/1076626771183894528
HannahMajem;2018-12-22 20:22;0;2;"El ICFES si sirve si quieres estudiar, con un buen ICFES estudié en Univalle pagando solo 50.000 el semestre.";;;;"1076573679293739015";https://twitter.com/HannahMajem/status/1076573679293739015
Ciclope78Hugo;2018-12-22 20:18;0;1;"Me confundes, aunque conozco bien Bogotá, soy del sur de Cali, de hecho he guardado silencio ante las agresiones por reclamar respeto para una dama. Claro está que no por decente, como de braveros. Acá en Cali nos tocó enfrentar a los mamertos de Univalle gavilleros y todo.";;;;"1076572721599995904";https://twitter.com/Ciclope78Hugo/status/1076572721599995904
lifutbolvalle;2018-12-22 17:18;0;0;"#FinalesDeLiga ¡ Finales Campeonato departamental de Liga ! Resultados Mini Metropolitana Campeón Juventus Florida Subcampeón Univalle Valla menos vencida Univalle Goleador Brandon Franco González Infantil... https://www.facebook.com/1315166860/posts/10218175093591545/";;;#FinalesDeLiga;"1076527485548933121";https://twitter.com/lifutbolvalle/status/1076527485548933121
XIXCAMUV;2018-12-22 13:00;0;0;"Partly Cloudy Hoy! con una max 33C y una minima 21C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1076462490945576960";https://twitter.com/XIXCAMUV/status/1076462490945576960
hybrid_tinacris;2018-12-22 10:17;0;0;"En la TU de Berlín la cita era a las 9:00, a las 9:20, ninguno de los estudiantes había llegado. El profesor de la TU le dijo al profe de Univalle señalando el Aula vacía: “estos sos sus estudiantes??” 6/";;;;"1076421534087028737";https://twitter.com/hybrid_tinacris/status/1076421534087028737
hybrid_tinacris;2018-12-22 10:00;0;0;"Ohhh tengo una historia! En Julio vino un grupo de estudiantes de Univalle de ingeniería a Alemania. Les había estado dando consejos culturales y prácticos del país y las ciudades que iban a visitar, ya que iban a distintas citas en universidades. 1/";;;;"1076417293490507776";https://twitter.com/hybrid_tinacris/status/1076417293490507776
andrestra121;2018-12-21 22:40;0;0;"Esto no hace parte de la terminal mio del sur... Esto es un punto de parada del sistema.. Y hace una semana lo dejaron abandonado... Será por fin de año... O falta de previsión..";;;;"1076245970281787392";https://twitter.com/andrestra121/status/1076245970281787392
METROCALI;2018-12-21 22:36;0;0;"¡Hola! En este momento estamos a la espera de los resultados del estudio de @Univalle ordenado por entes de control. Nuestra #TerminalSurMIO es una obra indispensable para el Sistema, moverá 100.000 personas al día y consolidará al Masivo en la zona sur de Cali.";;@Univalle;#TerminalSurMIO;"1076244924100689920";https://twitter.com/METROCALI/status/1076244924100689920
lugar_a_dudas;2018-12-21 19:47;0;0;"#hoy // Todas las formas de lucha - desde las 5:00 pm con mesa de radio, intervención en la vitrina y ensayadero... #univalle";;;#hoy #univalle;"1076202611940970498";https://twitter.com/lugar_a_dudas/status/1076202611940970498
juanfotosadn;2018-12-21 17:53;5;3;"#AsesinaronAlZanqueroChantréCali El famoso zanquero del b/Floralia, que acompañaba marchas de Emcali, Univalle, la Paz y las del día del trabajo, fue asesinado en la madrugada en el jarillón. Activistas y sindicalistas piden a las autoridades dar con el paradero de los asesinos. ";;;#AsesinaronAlZanqueroChantr;"1076173915414843392";https://twitter.com/juanfotosadn/status/1076173915414843392
Univalle_FSalud;2018-12-21 17:50;2;6;"Conozca el Boletín Número 10 del mes de Diciembre de la Facultad de Salud https://bit.ly/2GIGVBg";;;;"1076172970085756929";https://twitter.com/Univalle_FSalud/status/1076172970085756929
Univalle_FSalud;2018-12-21 17:46;6;22;"La Facultad de Salud de la Universidad del Valle quiere desearle una muy Feliz Navidad y un Próspero Año 2019 ";;;;"1076172146471301125";https://twitter.com/Univalle_FSalud/status/1076172146471301125
UVsocioeconomia;2018-12-21 17:35;2;12;"¡En#Univalle! Doc. de trabajo No. 179 "Fundamentos para la formulación de la política pública de #Género de la Universidad del Valle". Participaron las profesoras del Departamento de Ciencias Sociales, Jeanny L. Posso, María E. Ibarra y Rosa E. Bermúdez. https://goo.gl/KPKMg";;;#G;"1076169375303065600";https://twitter.com/UVsocioeconomia/status/1076169375303065600
VUnivalle;2018-12-21 16:44;0;0;"Sabes que somos una de las mejores universidades del país pero no sabes por qué? Aquí te lo contamos: https://drive.google.com/file/d/1p67uXjast32EkmqFV2NlKcd9EBMJEx7Q/view?ts=5c192469 #ASCTI #Investigación #Educación #Univalle";;;#ASCTI #Investigaci #Educaci #Univalle;"1076156424605102088";https://twitter.com/VUnivalle/status/1076156424605102088
El_Luder;2018-12-21 16:16;0;5;"Bueno sería ofertar desde la sede Univalle Buenaventura el programa de medicina. Bueno sería una colecta para este sueño.";;;;"1076149532847689729";https://twitter.com/El_Luder/status/1076149532847689729
julietacomunica;2018-12-21 14:21;0;1;"La Cultura de Radio es Escalera al Cielo, Rock & Pop, por 105.3 FM, http://emisora.univalle.edu.co y en la aplicación Univalle Estéreo, 9:30 a 11:30 de lunes a viernes ¡Bienvenidos al Viernes Retro! ";;;;"1076120545656221697";https://twitter.com/julietacomunica/status/1076120545656221697
KikaPrias;2018-12-21 14:07;1;0;"Estudio de Univalle plantea reducción de planta laboral y salarios y uds están de acuerdo con eso, ¿Eso no es masacre laboral?. Ex miembros de su junta directiva ahora hacen parte de la alta dirección por apoyar reforma, eso es clientelismo. Comunidad univ. a uds. los rechaza ";;;;"1076117024743587840";https://twitter.com/KikaPrias/status/1076117024743587840
jodlondonoca;2018-12-21 14:01;0;0;"@Caracol_Cali Leo, Darío, Negro, no olviden que la mejor universidad del país está en el Valle y junto con Univalle son orgullo académico. No nos olviden y pongan mas notas de estas de investigación de la @UN_Palmira en el dial. Saludos.";;@Caracol_Cali @UN_Palmira;;"1076115487048765449";https://twitter.com/jodlondonoca/status/1076115487048765449
XIXCAMUV;2018-12-21 13:00;0;0;"Isolated Thunderstorms Hoy! con una max 32C y una minima 21C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1076100098373890049";https://twitter.com/XIXCAMUV/status/1076100098373890049
espinosa48;2018-12-21 12:52;0;1;"Felicitaciones a Julian Santaella, gran investigador y profesional, a @InstCISALVA @Univalle_FSalud por la generación de conocimiento y formación de investigadores en lesiones de causa externa, prevención de violencia y salud mental";;@InstCISALVA @Univalle_FSalud;;"1076097966526681088";https://twitter.com/espinosa48/status/1076097966526681088
aullador1231;2018-12-21 12:43;0;1;"cancha 8 en univalle";;;;"1076095885069697026";https://twitter.com/aullador1231/status/1076095885069697026
Sr_rieux;2018-12-21 04:54;0;2;"Univalle-buenaventura cuenta con 14 programas, y la mitad de ellos no son de pregrado. ÚNICAMENTE 14, tan solo la facultad de ingeniera de UniValle-Cali, tiene más 20 opciones. Entonces, no estoy desconociendo, miro lo poco que la U publica hace. Pero critiquemos eso es fácil ";;;;"1075977866888785920";https://twitter.com/Sr_rieux/status/1075977866888785920
monequerias;2018-12-21 04:39;0;0;"Le quiero presentar la sede de Univalle en Buenaventura. Cuando se desconoce lo que hace la U pública en el pacifíco... ";;;;"1075974064026595329";https://twitter.com/monequerias/status/1075974064026595329
Univalle_Nic;2018-12-20 22:50;1;1;"";;;;"1075886142103400456";https://twitter.com/Univalle_Nic/status/1075886142103400456
rodrigoguerrerr;2018-12-20 21:02;10;10;"Egresado de Univalle galardonado en la Universidad de Columbia EEUU http://caracol.com.co/emisora/2018/05/22/cali/1527012133_301487.html?ssm=tw via @caracolradio";;@CaracolRadio;;"1075859114645950469";https://twitter.com/rodrigoguerrerr/status/1075859114645950469
GobValle;2018-12-20 20:40;0;1;"La mandataria atendió las solicitudes de los estudiantes, ademas, convocó a un consejo de seguridad para estudiar los casos de amenazas que existen en contra de los estudiantes de la @Univalle. – at Gobernación del Valle del Cauca";;@Univalle;;"1075853416780496897";https://twitter.com/GobValle/status/1075853416780496897
GobValle;2018-12-20 20:35;3;2;"La Gobernadora del Valle, @DilianFrancisca, se reúne con directivos, directivos docentes y estudiantes de la @Univalle #ValleEducado – at Gobernación del Valle del Cauca";;@DilianFrancisca @Univalle;#ValleEducado;"1075852220669878272";https://twitter.com/GobValle/status/1075852220669878272
ValentinaDescan;2018-12-20 19:47;0;0;"Felicidades! Un gran ejemplo a seguir ";;;;"1075840007892553728";https://twitter.com/ValentinaDescan/status/1075840007892553728
UVsocioeconomia;2018-12-20 17:00;2;3;"¡Información importante en #Univalle! Comparte El Observador Regional No. 39 "Caracterización sociodemográfica de los pacientes del HDPUV". Leer: https://goo.gl/3shZfu";;;#Univalle;"1075798132594745344";https://twitter.com/UVsocioeconomia/status/1075798132594745344
octaviabo;2018-12-20 16:56;1;9;"En Univalle TV y en ATB, promocionando los conciertos de Aniversario en Cochabamba. LA TIRANA &amp; OLÉ viernes 21 y sábado 22 Cover: 60Bs. Reservas: 75985851 - 76943939 - 70713022 - 72708579 https://www.facebook.com/events/2262270610674549/";;;;"1075797034995716096";https://twitter.com/octaviabo/status/1075797034995716096
Univalle_FSalud;2018-12-20 16:10;5;31;"#OrgulloUV Tuvimos la grata visita de la Dra. Diana Bonilla, quien recientemente fue reconocida al trabajar con James P. Allison, ganador del Premio Nobel de Medicina de este año. Se le entregó un reconocimiento en Nota de Estilo destacándola como una egresada emérita. ";;;#OrgulloUV;"1075785446884548611";https://twitter.com/Univalle_FSalud/status/1075785446884548611
UVsocioeconomia;2018-12-20 14:54;1;3;"¡Atención #Univalle! Te compartimos la versión de El Observador Regional No. 38 "Indice de prosperidad para Cali" de autoría de la profesora Diana Marcela Jiménez del Departamento de Economía. ¡Comparte con tus amigos! Ver: https://goo.gl/KZ35dR";;;#Univalle;"1075766399497252866";https://twitter.com/UVsocioeconomia/status/1075766399497252866
_loveless_2;2018-12-20 14:39;0;1;"El milagro de la navidad en Univalle es ver la construcción de la FAI. Luego de casi 20 años.";;;;"1075762711865294848";https://twitter.com/_loveless_2/status/1075762711865294848
julietacomunica;2018-12-20 14:22;0;1;"La Nueva Cultura de Radio, de 9:30 a 11:30 a. m de Lunes a Viernes: Escalera al Cielo, Rock & Pop, Radio bien hecha; por 105.3 FM, http://emisora.univalle.edu.co y en la App Univalle Estéreo. ";;;;"1075758242763079680";https://twitter.com/julietacomunica/status/1075758242763079680
XIXCAMUV;2018-12-20 13:00;0;0;"Scattered Thunderstorms Hoy! con una max 32C y una minima 21C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1075737679931826177";https://twitter.com/XIXCAMUV/status/1075737679931826177
JAlejandro7;2018-12-20 11:47;0;0;"Univalle";;;;"1075719341612638209";https://twitter.com/JAlejandro7/status/1075719341612638209
parchemauroHP;2018-12-20 03:57;0;0;"Paro estudiantil: Univalle contempla estas fechas para el reinicio de clases ";;;;"1075601003226062848";https://twitter.com/parchemauroHP/status/1075601003226062848
BaironCastro15;2018-12-20 03:32;0;0;"Felicidades @ClaudiaLopez total admiración y respeto para tí, ojalá algún día puedas venir a nuestra universidad (Univalle , sede pacifico) en buenaventura a dar una conferencia, ojalá se pueda dar. Un abrazo ancestral!";;@ClaudiaLopez;;"1075594789280772098";https://twitter.com/BaironCastro15/status/1075594789280772098
UnivalleCol;2018-12-19 21:52;15;29;"#ComunidadUV La Dirección Universitaria lamenta el sensible fallecimiento del profesor jubilado Philip Arthur Silverstone. Fue Director del Herbario de Univalle y se destacó por su dedicación a la mayor colección botánica del suroccidente colombiano http://cort.as/-DCeu";;;#ComunidadUV;"1075509081065078784";https://twitter.com/UnivalleCol/status/1075509081065078784
noticieronvc;2018-12-19 18:41;0;1;"Taller sobre nuevo sistema de innovación agropecuaria en Univalle Cartago: http://youtu.be/btpKu2C6FzE?a vía @YouTube";;@YouTube;;"1075461061891903488";https://twitter.com/noticieronvc/status/1075461061891903488
JCardenasFlaco;2018-12-19 18:24;0;0;"Hace más de dos meses este movimiento estudiantil en Univalle Melendez hizo su primera jornada de movilización, para ese momento en la plazoleta de Ingenierías no nos imaginábamos hacía donde nos llevaría ese... https://www.facebook.com/j.cardenas.coes/posts/2268695196474886";;;;"1075456847337979905";https://twitter.com/JCardenasFlaco/status/1075456847337979905
